date,sample,site,location,depth,split,species,total,count,stage,species_stage
6/30/20,622,Mussel Point,front,surface,16,Cyclopoid,16,1,adult,Cyclopoids_adult
6/30/20,622,Mussel Point,front,surface,16,Egg_large,16,1,egg,Eggs_large
6/30/20,622,Mussel Point,front,surface,16,Euphausid,16,1,protozoea,Euphausids_protozoea
6/30/20,622,Mussel Point,front,surface,16,Larvacean,16,1,adult,Larvaceans_adult
6/30/20,622,Mussel Point,front,surface,16,B.crenatus,32,2,nauplius_4.5,B. crenatus_nauplius 4-5
6/30/20,622,Mussel Point,front,surface,16,Polychaete,32,2,adult,Polychaete_adult
6/30/20,622,Mussel Point,front,surface,16,Urchin,32,2,echinopluteus,Urchin_echinopluteus
6/30/20,622,Mussel Point,front,surface,16,Evadne,48,3,adult,Evadne_adult
6/30/20,622,Mussel Point,front,surface,16,Gastropod,48,3,veliger,Gastropods_early veliger
6/30/20,622,Mussel Point,front,surface,16,C.dalli.fissus,128,8,nauplius_4.5,Chthamalus dalli/fissus_nauplius 4-5
6/30/20,622,Mussel Point,front,surface,16,Diatom,336,21,,Diatoms_
6/30/20,622,Mussel Point,front,surface,16,Egg_small,512,32,egg,Eggs_small
6/30/20,622,Mussel Point,front,surface,16,Podon,672,42,adult,Podons_adult
6/30/20,622,Mussel Point,front,surface,16,Copepod,1008,63,nauplius,copepods_nauplius 4-5
6/30/20,622,Mussel Point,front,surface,16,Harpactacoid,1344,84,adult,Harpacticoids_adult
6/30/20,622,Mussel Point,front,surface,16,Calanoid,16064,1004,adult,Calanoids_adult
6/30/20,631,Mussel Point,offshore,bottom,64,B.crenatus,64,1,cyprid,Balanus crenatus_cyprid
6/30/20,631,Mussel Point,offshore,bottom,64,Hydroid,64,1,hydromedusa,Hydroid?_hydromedusa
6/30/20,631,Mussel Point,offshore,bottom,64,Larvacean,64,1,adult,Larvaceans_
6/30/20,631,Mussel Point,offshore,bottom,64,Neotrypaea_californiensis,64,1,,Neotrypaea californiensis_
6/30/20,631,Mussel Point,offshore,bottom,64,Pinnotherid,64,1,,Pinnotherids_
6/30/20,631,Mussel Point,offshore,bottom,64,Polychaete,64,1,trochophore,Polychaete_trochophore
6/30/20,631,Mussel Point,offshore,bottom,64,Copepod,128,2,metanauplius,copepod_metanauplius
6/30/20,631,Mussel Point,offshore,bottom,64,Isopod,128,2,adult,Isopods_
6/30/20,631,Mussel Point,offshore,bottom,64,Upogebia_pugettensis,128,2,,Upogebia pugettensis_
6/30/20,631,Mussel Point,offshore,bottom,64,Cyclopoid,512,8,adult,Cyclopoids_adult
6/30/20,631,Mussel Point,offshore,bottom,64,Egg_small,512,8,egg,Eggs_small
6/30/20,631,Mussel Point,offshore,bottom,64,Podon,5056,79,adult,Podons_
6/30/20,631,Mussel Point,offshore,bottom,64,Calanoid,131840,2060,adult,Calanoids_adult
6/30/20,631,Mussel Point,offshore,bottom,64,C.dalli.fissus,192,3,nauplius_4.5,Chthamalus dalli/fissus_nauplius 4-5
6/30/20,631,Mussel Point,offshore,bottom,64,Diatom,192,3,,Diatoms_
6/30/20,631,Mussel Point,offshore,bottom,64,Evadne,192,3,adult,Evadne_
6/30/20,632,Mussel Point,offshore,surface,32,C.dalli.fissus,32,1,nauplius_4.5,Chthamalus dalli/fissus_zoea 1
6/30/20,632,Mussel Point,offshore,surface,32,Cryptolithodes.typicus,32,1,,Cryptolithodes typicus_
6/30/20,632,Mussel Point,offshore,surface,32,Egg_large,32,1,egg,Eggs_nauplius 4-5
6/30/20,632,Mussel Point,offshore,surface,32,Isopod,32,1,adult,Isopod_adult
6/30/20,632,Mussel Point,offshore,surface,32,Pinnotherid,96,3,zoea_1,Pinnotherids_zoea 1
6/30/20,632,Mussel Point,offshore,surface,32,Diatom,128,4,,Diatoms_
6/30/20,632,Mussel Point,offshore,surface,32,Eggs,1280,40,egg,Eggs_
6/30/20,632,Mussel Point,offshore,surface,32,Calanoid,58336,1823,adult,Calanoids_adult
